	room	message_count	num_of_players	onboarding_success_rate	final_success_rate	onboarding_types	onboarding_types_fine	game_types	final_agreement	most_common_tokens	onboarding_success_rate_coarse	final_success_rate_coarse	deli_correct	moderator_messages	submits_per_user	performance_gain	unique_tokens_count	tokens_count	submits_per_user	message_entropy	best_onboarding_score
9f15813b-21c7-4bb6-9a53-9ef9b73eb7a1	9f15813b-21c7-4bb6-9a53-9ef9b73eb7a1	9	2	0.625	0.5	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'E': 1, '4E': 1})	Counter({'BIASED': 2})	1.0	[('cards', 3), ('think', 2), ('need', 2), ('its', 1), ('first', 1)]	0.0	0.0	0	0	1.0	-0.125	24	59	1.0	0.9910760598382222	0.75
ed4b556b-3bff-449d-82cf-7d1ff39aff59	ed4b556b-3bff-449d-82cf-7d1ff39aff59	12	3	0.5	0.5	Counter({'BIASED': 3})	Counter({'4E': 3})	Counter({'BIASED': 3})	1.0	[('have', 5), ('card', 5), ('vowel', 4), ('even', 4), ('cards', 3)]	0.0	0.0	0	0	1.0	0.0	34	125	1.0	0.9358932809493993	0.5
e2fb18bc-2822-4611-900b-c779ccd635a5	e2fb18bc-2822-4611-900b-c779ccd635a5	54	5	0.7	0.5	Counter({'BIASED': 2, 'OTHER_ERROR': 2, 'CORRECT': 1})	Counter({'4A': 2, 'A': 2, 'A7': 1})	Counter({'BIASED': 5})	1.0	[('that', 5), ('over', 5), ('have', 4), ('agree', 4), ('think', 4)]	0.2	0.0	0	0	1.0	-0.19999999999999996	131	380	1.0	0.9729049792650867	1.0
165291fb-80b1-42df-b8a2-d5e743bd0113	165291fb-80b1-42df-b8a2-d5e743bd0113	31	4	0.625	0.5	Counter({'BIASED': 3, 'CORRECT': 1})	Counter({'A2': 3, '5A': 1})	Counter({'BIASED': 4})	1.0	[('think', 7), ('have', 5), ('that', 4), ('timer', 3), ('expires', 3)]	0.25	0.0	0	0	1.0	-0.125	86	227	1.0	0.9769412053435267	1.0
506b43d8-a340-4746-88dc-a70e7a6fc65e	506b43d8-a340-4746-88dc-a70e7a6fc65e	28	5	0.5	0.7	Counter({'BIASED': 3, 'OTHER_ERROR': 2})	Counter({'E6': 3, 'E': 1, '6': 1})	Counter({'OTHER_ERROR': 4, 'BIASED': 1})	0.8	[('only', 8), ('with', 8), ('that', 7), ('even', 4), ('cards', 4)]	0.0	0.0	0	0	1.0	0.19999999999999996	71	258	1.0	0.9683638946518719	0.75
f3b0ab5d-6ae4-45ea-87ad-2f627ddf9474	f3b0ab5d-6ae4-45ea-87ad-2f627ddf9474	23	3	0.5833333333333334	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'A': 1, 'AF': 1, 'A4': 1})	Counter({'BIASED': 3})	1.0	[('think', 4), ('with', 4), ('vowel', 4), ('number', 3), ('select', 3)]	0.0	0.0	0	0	1.6666666666666667	-0.08333333333333337	44	170	1.6666666666666667	0.987619716846196	0.75
9bf14758-49b3-4847-bc27-ebd00ae92236	9bf14758-49b3-4847-bc27-ebd00ae92236	27	2	0.625	1.0	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'A': 1, '8A': 1})	Counter({'CORRECT': 2})	1.0	[('think', 5), ('yeah', 3), ('doesnt', 3), ('like', 3), ('right', 2)]	0.0	1.0	1	0	1.0	0.375	53	145	1.0	0.9910760598382222	0.75
876503b6-2670-459c-b420-3ed39c2c762c	876503b6-2670-459c-b420-3ed39c2c762c	25	3	0.5	0.75	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'E': 1, '6E': 1, '6': 1})	Counter({'BIASED + ODDS': 3})	1.0	[('would', 5), ('have', 4), ('even', 4), ('number', 4), ('card', 3)]	0.0	0.0	0	0	1.6666666666666667	0.25	56	188	1.6666666666666667	0.9083038467385366	0.75
ddcd2415-0b0c-4b38-9daa-1e758a3323e6	ddcd2415-0b0c-4b38-9daa-1e758a3323e6	19	3	0.5	0.5833333333333334	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'A6': 1, '96B': 1, 'A': 1})	Counter({'BIASED': 1, 'ALL_CHECKED': 1, 'OTHER_ERROR': 1})	0.3333333333333333	[('other', 5), ('even', 5), ('side', 5), ('number', 4), ('with', 4)]	0.0	0.0	0	0	1.6666666666666667	0.08333333333333337	67	206	1.6666666666666667	0.9975194757207202	0.75
cee06c29-6081-43d8-8e6a-0f49af83afec	cee06c29-6081-43d8-8e6a-0f49af83afec	19	3	0.5833333333333334	0.5	Counter({'NONE_CHECKED': 1, 'BIASED + ODDS': 1, 'BIASED': 1})	Counter({'': 1, '6A7': 1, '6A': 1})	Counter({'BIASED': 3})	1.0	[('should', 3), ('number', 3), ('have', 3), ('chose', 2), ('already', 2)]	0.0	0.0	0	0	1.0	-0.08333333333333337	46	118	1.0	0.9649618403823441	0.75
fb18014b-0af6-4ad4-a0d1-5d0458780d67	fb18014b-0af6-4ad4-a0d1-5d0458780d67	78	3	0.6666666666666666	0.6666666666666666	Counter({'BIASED': 2, 'CORRECT': 1})	Counter({'8U': 2, 'U5': 1})	Counter({'BIASED': 2, 'CORRECT': 1})	0.6666666666666666	[('vowel', 15), ('with', 11), ('even', 9), ('have', 9), ('other', 9)]	0.3333333333333333	0.3333333333333333	0	0	1.0	0.0	158	737	1.0	0.9212454980912991	1.0
d27d5b32-27d9-40a2-881b-5f64a8cd1c2f	d27d5b32-27d9-40a2-881b-5f64a8cd1c2f	40	3	0.75	1.0	Counter({'CORRECT': 1, 'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'3U': 1, '4U': 1, '3': 1})	Counter({'CORRECT': 3})	1.0	[('vowel', 9), ('even', 7), ('number', 7), ('rule', 6), ('think', 6)]	0.3333333333333333	1.0	0	0	1.0	0.25	82	345	1.0	0.9892609387621718	1.0
1dcb5e1d-b6d7-4b60-8fac-716b53d3a848	1dcb5e1d-b6d7-4b60-8fac-716b53d3a848	25	3	0.6666666666666666	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'E': 2, '6E': 1})	Counter({'ALL_CHECKED': 3})	1.0	[('answer', 4), ('think', 2), ('thats', 2), ('sounds', 2), ('agree', 2)]	0.0	0.0	0	0	2.0	-0.16666666666666663	47	130	2.0	0.9801625908629505	0.75
3804daa9-0320-4dab-a7fd-49a0c46e4e90	3804daa9-0320-4dab-a7fd-49a0c46e4e90	24	4	0.5	0.5625	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'A2': 1, '7': 1, 'AB': 1, '2': 1})	Counter({'BIASED': 3, 'OTHER_ERROR': 1})	0.75	[('think', 2), ('made', 2), ('decision', 2), ('lets', 2), ('guys', 2)]	0.0	0.0	0	0	1.25	0.0625	35	79	1.25	0.9838824188369657	0.75
7f77bce6-0f78-40dc-b1a1-c2550e09512d	7f77bce6-0f78-40dc-b1a1-c2550e09512d	10	3	0.5	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'U': 1, 'P': 1, '6U': 1})	Counter({'BIASED': 3})	1.0	[('think', 2), ('have', 2), ('agree', 2), ('everyone', 1), ('done', 1)]	0.0	0.0	0	0	1.0	0.0	18	49	1.0	0.9602297178607611	0.75
fc5bb6ea-617a-4fb2-a4ba-03b9efca9769	fc5bb6ea-617a-4fb2-a4ba-03b9efca9769	57	3	0.5833333333333334	1.0	Counter({'OTHER_ERROR': 1, 'BIASED': 1, 'ALL_CHECKED': 1})	Counter({'E': 1, '4E': 1, 'L45E': 1})	Counter({'CORRECT': 3})	1.0	[('yeah', 9), ('that', 8), ('other', 8), ('even', 7), ('think', 7)]	0.0	1.0	1	0	1.3333333333333333	0.41666666666666663	81	349	1.3333333333333333	0.952090356614775	0.75
11934dc8-3b54-4ebf-aa12-3c7272a0e14e	11934dc8-3b54-4ebf-aa12-3c7272a0e14e	10	2	0.625	0.75	Counter({'BIASED + ODDS': 1, 'BIASED': 1})	Counter({'6A5': 1, '6A': 1})	Counter({'BIASED + ODDS': 2})	1.0	[('think', 4), ('vowel', 4), ('cards', 3), ('card', 3), ('number', 3)]	0.0	0.0	0	0	1.0	0.125	43	127	1.0	1.0	0.75
4378d6ee-279d-4b80-bafa-a7a8686eb5c6	4378d6ee-279d-4b80-bafa-a7a8686eb5c6	18	3	0.5833333333333334	1.0	Counter({'OTHER_ERROR': 3})	Counter({'CE': 2, 'E': 1})	Counter({'CORRECT': 3})	1.0	[('think', 4), ('need', 4), ('would', 4), ('have', 3), ('that', 3)]	0.0	1.0	1	0	1.0	0.41666666666666663	62	199	1.0	0.9435794406736076	0.75
fc5d4829-92bf-481a-88dc-7e12a741176b	fc5d4829-92bf-481a-88dc-7e12a741176b	11	2	0.75	1.0	Counter({'BIASED + ODDS': 1, 'OTHER_ERROR': 1})	Counter({'E45': 1, 'E': 1})	Counter({'CORRECT': 2})	1.0	[('think', 3), ('that', 3), ('side', 3), ('need', 2), ('because', 2)]	0.0	1.0	1	0	1.0	0.25	52	130	1.0	0.9456603046006402	0.75
ab3bce5b-7983-48e6-a222-7398dc5d7990	ab3bce5b-7983-48e6-a222-7398dc5d7990	20	3	0.6666666666666666	0.5833333333333334	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'I': 2, 'I2': 1})	Counter({'BIASED': 2, 'BIASED + ODDS': 1})	0.6666666666666666	[('have', 4), ('back', 3), ('rule', 3), ('even', 3), ('that', 2)]	0.0	0.0	0	0	1.3333333333333333	-0.08333333333333326	57	171	1.3333333333333333	0.9911594714322187	0.75
b8ea60b6-8519-428d-9aae-69b204dcb7b8	b8ea60b6-8519-428d-9aae-69b204dcb7b8	46	3	0.5833333333333334	0.8333333333333334	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'P5': 1, 'U4': 1, 'U': 1})	Counter({'CORRECT': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('think', 12), ('just', 11), ('with', 11), ('that', 10), ('have', 8)]	0.0	0.6666666666666666	1	0	1.6666666666666667	0.25	142	594	1.6666666666666667	0.9918781462021318	0.75
6e2e1b6c-7611-4d93-b45d-4cb30e5e7f68	6e2e1b6c-7611-4d93-b45d-4cb30e5e7f68	65	4	0.5	0.875	Counter({'BIASED': 3, 'OTHER_ERROR': 1})	Counter({'E4': 3, '54': 1})	Counter({'CORRECT': 3, 'BIASED': 1})	0.75	[('have', 14), ('even', 11), ('other', 9), ('think', 7), ('vowel', 7)]	0.0	0.75	1	0	2.75	0.375	118	476	2.75	0.8672597951268052	0.5
8459348b-d7b1-4597-af3c-419c923220a3	8459348b-d7b1-4597-af3c-419c923220a3	10	2	0.5	0.625	Counter({'OTHER_ERROR': 2})	Counter({'A': 1, 'N': 1})	Counter({'OTHER_ERROR': 2})	0.5	[('number', 4), ('that', 3), ('because', 3), ('since', 2), ('even', 2)]	0.0	0.0	0	0	1.0	0.125	33	110	1.0	1.0	0.75
a59fa6ef-33e9-4738-9f4d-2dbc5b27a20e	a59fa6ef-33e9-4738-9f4d-2dbc5b27a20e	13	2	0.625	0.75	Counter({'OTHER_ERROR': 2})	Counter({'U': 1, '7L': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('with', 5), ('side', 4), ('cards', 3), ('even', 3), ('number', 3)]	0.0	0.0	0	0	1.0	0.125	48	133	1.0	0.9957274520849256	0.75
edcb5fa9-5f0a-4204-8b8f-990d9a06b53e	edcb5fa9-5f0a-4204-8b8f-990d9a06b53e	22	3	0.4166666666666667	0.5833333333333334	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'U4': 2, 'C': 1})	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('have', 7), ('need', 5), ('consonants', 5), ('even', 4), ('only', 4)]	0.0	0.0	0	0	1.0	0.16666666666666669	64	227	1.0	0.9981459752167368	0.5
47f1cd2e-ddbb-4269-aa22-79e4b7c101b6	47f1cd2e-ddbb-4269-aa22-79e4b7c101b6	46	5	0.55	1.0	Counter({'CORRECT': 1, 'BIASED': 1, 'OTHER_ERROR': 1, 'BIASED + ODDS': 1, 'BIASED + CONST': 1})	Counter({'U7': 1, 'U4': 1, '4': 1, 'U47': 1, 'SU4': 1})	Counter({'CORRECT': 5})	1.0	[('other', 5), ('side', 5), ('with', 5), ('need', 4), ('vowel', 4)]	0.2	1.0	0	0	1.0	0.44999999999999996	88	313	1.0	0.9696390014057404	1.0
60730d19-41f8-4673-82a3-b7ab4fed98a3	60730d19-41f8-4673-82a3-b7ab4fed98a3	12	2	0.5	0.25	Counter({'NONE_CHECKED': 1, 'OTHER_ERROR': 1})	Counter({'': 1, 'AC': 1})	Counter({'BIASED + CONST': 2})	1.0	[('cards', 5), ('think', 3), ('they', 3), ('click', 3), ('there', 3)]	0.0	0.0	0	0	2.5	-0.25	55	150	2.5	0.9798687566511527	0.5
ba6d5c79-d6ab-40e4-a819-4325060770cf	ba6d5c79-d6ab-40e4-a819-4325060770cf	33	2	0.5	0.5	Counter({'BIASED + CONST': 1, 'BIASED + ODDS': 1})	Counter({'2UP': 1, '29U': 1})	Counter({'ALL_CHECKED': 2})	1.0	[('them', 5), ('flip', 4), ('think', 4), ('flipped', 3), ('this', 3)]	0.0	0.0	0	0	1.5	0.0	73	211	1.5	0.9940302114769565	0.75
19e81a26-1344-4a5c-886f-a2d4ca5eb283	19e81a26-1344-4a5c-886f-a2d4ca5eb283	7	3	0.25	0.4166666666666667	Counter({'OTHER_ERROR': 3})	Counter({'N': 2, '6': 1})	Counter({'OTHER_ERROR': 2, 'BIASED + ODDS': 1})	1.0	[('thinking', 2), ('think', 2), ('would', 2), ('what', 2), ('turn', 2)]	0.0	0.0	0	0	1.0	0.16666666666666669	23	59	1.0	0.9821410328348752	0.25
a786740d-d1b1-4179-bf47-77e25c16062f	a786740d-d1b1-4179-bf47-77e25c16062f	25	3	0.5	0.5833333333333334	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'U': 1, '94Z': 1, 'U4': 1})	Counter({'OTHER_ERROR': 3})	0.6666666666666666	[('cards', 6), ('vowel', 5), ('that', 5), ('back', 4), ('except', 4)]	0.0	0.0	0	0	1.0	0.08333333333333337	52	181	1.0	0.9939987916706561	0.75
42aeb16e-5fed-4947-932b-78c33d6ff84a	42aeb16e-5fed-4947-932b-78c33d6ff84a	31	4	0.75	1.0	Counter({'OTHER_ERROR': 2, 'BIASED': 1, 'CORRECT': 1})	Counter({'2E': 1, '7E': 1, '7': 1, 'E': 1})	Counter({'CORRECT': 4})	1.0	[('rule', 5), ('vowel', 5), ('doesnt', 3), ('matter', 3), ('well', 3)]	0.25	1.0	0	0	1.0	0.25	71	244	1.0	0.8657057706299822	1.0
20947406-9883-40e1-a4da-c1891cd49ddf	20947406-9883-40e1-a4da-c1891cd49ddf	20	2	0.5	0.5	Counter({'ALL_CHECKED': 1, 'BIASED': 1})	Counter({'45ZE': 1, '4E': 1})	Counter({'BIASED': 2})	1.0	[('have', 5), ('number', 5), ('even', 4), ('other', 4), ('side', 4)]	0.0	0.0	0	0	1.5	0.0	48	170	1.5	0.9709505944546686	0.5
bf35b53e-3c25-4842-8f8d-6ddd91b21bc6	bf35b53e-3c25-4842-8f8d-6ddd91b21bc6	36	5	0.75	0.9	Counter({'CORRECT': 2, 'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'7E': 2, '67': 1, '6E': 1, '7': 1})	Counter({'CORRECT': 4, 'BIASED': 1})	0.8	[('agree', 5), ('about', 3), ('have', 3), ('guess', 3), ('final', 3)]	0.4	0.8	0	0	1.2	0.15000000000000002	64	195	1.2	0.9941181381188445	1.0
faa04f77-504c-46ae-9c04-db794102838a	faa04f77-504c-46ae-9c04-db794102838a	26	3	0.4166666666666667	0.6666666666666666	Counter({'BIASED': 1, 'ALL_INCORRECT': 1, 'OTHER_ERROR': 1})	Counter({'6A': 1, 'X6': 1, 'A': 1})	Counter({'BIASED': 2, 'CORRECT': 1})	0.6666666666666666	[('flip', 3), ('just', 3), ('pick', 3), ('real', 2), ('think', 2)]	0.0	0.3333333333333333	1	0	1.3333333333333333	0.24999999999999994	57	148	1.3333333333333333	0.9947372378779501	0.75
07160ace-1991-462a-a52e-81fb44a6c59a	07160ace-1991-462a-a52e-81fb44a6c59a	16	2	0.75	1.0	Counter({'OTHER_ERROR': 2})	Counter({'3': 1, 'A': 1})	Counter({'CORRECT': 2})	1.0	[('its', 8), ('have', 6), ('true', 5), ('solution', 4), ('anyone', 3)]	0.0	1.0	1	0	1.0	0.25	52	171	1.0	0.9886994082884974	0.75
071d0952-edd7-4fed-9d76-6add6632e68e	071d0952-edd7-4fed-9d76-6add6632e68e	28	5	0.75	1.0	Counter({'CORRECT': 3, 'BIASED + ODDS': 1, 'ALL_INCORRECT': 1})	Counter({'E5': 3, 'E56': 1, 'M6': 1})	Counter({'CORRECT': 5})	1.0	[('contradict', 4), ('rule', 4), ('hello', 3), ('agree', 3), ('that', 3)]	0.6	1.0	0	0	1.2	0.25	46	177	1.2	0.9642508340183118	1.0
0d908396-4045-42af-9f1c-8b06ac2c0788	0d908396-4045-42af-9f1c-8b06ac2c0788	28	3	0.5833333333333334	0.6666666666666666	Counter({'OTHER_ERROR': 3})	Counter({'E': 2, 'X': 1})	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	0.6666666666666666	[('think', 5), ('side', 5), ('rule', 5), ('both', 4), ('flip', 4)]	0.0	0.3333333333333333	1	0	2.3333333333333335	0.08333333333333326	85	294	2.3333333333333335	0.9657130652315666	0.75
f9a0f1f6-1078-4ad8-b51b-2b62ec52e3e4	f9a0f1f6-1078-4ad8-b51b-2b62ec52e3e4	23	2	0.375	0.75	Counter({'OTHER_ERROR': 2})	Counter({'36R': 1, '36': 1})	Counter({'ALL_CHECKED': 1, 'CORRECT': 1})	0.5	[('have', 6), ('them', 5), ('would', 5), ('even', 4), ('think', 4)]	0.0	0.5	1	0	1.5	0.375	86	282	1.5	0.9986359641585718	0.5
2788e8a9-eecf-4d92-af82-08d8b5ce1bf5	2788e8a9-eecf-4d92-af82-08d8b5ce1bf5	34	3	0.6666666666666666	0.6666666666666666	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'5': 1, 'U': 1, 'U4': 1})	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	0.3333333333333333	[('card', 6), ('choose', 5), ('what', 4), ('dolphin', 4), ('hello', 3)]	0.0	0.0	0	0	1.0	0.0	62	210	1.0	0.9708270113937467	0.75
d86f671e-f5de-4637-a450-2649ec5847e1	d86f671e-f5de-4637-a450-2649ec5847e1	71	3	0.16666666666666666	0.75	Counter({'ALL_INCORRECT': 2, 'ALL_CHECKED': 1})	Counter({'2K': 2, '2E1K': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('that', 18), ('rule', 18), ('think', 13), ('just', 10), ('cards', 8)]	0.0	0.0	0	0	1.0	0.5833333333333334	153	679	1.0	0.9828926658597315	0.5
2b20c864-a1ee-4b9b-9164-773078f47ae0	2b20c864-a1ee-4b9b-9164-773078f47ae0	35	3	0.5833333333333334	0.5	Counter({'ALL_CHECKED': 1, 'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'45UP': 1, '4U': 1, '5': 1})	Counter({'ALL_CHECKED': 3})	0.6666666666666666	[('have', 8), ('what', 6), ('even', 6), ('that', 5), ('side', 5)]	0.0	0.0	0	0	1.3333333333333333	-0.08333333333333337	101	355	1.3333333333333333	0.9970798069274251	0.75
70246d7e-dcc7-47d3-a792-674f786bec73	70246d7e-dcc7-47d3-a792-674f786bec73	22	2	0.625	0.75	Counter({'OTHER_ERROR': 2})	Counter({'U': 1, 'M7': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('have', 7), ('chose', 4), ('rule', 4), ('cards', 4), ('side', 4)]	0.0	0.0	0	0	1.0	0.125	80	273	1.0	0.9940302114769565	0.75
3d94fc91-9832-406b-8146-7cbc68336780	3d94fc91-9832-406b-8146-7cbc68336780	31	4	0.6875	0.6875	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'3': 2, 'U': 1, 'U8': 1})	Counter({'BIASED + ODDS': 2, 'BIASED': 1, 'OTHER_ERROR': 1})	0.5	[('rule', 9), ('its', 6), ('vowel', 5), ('number', 5), ('dont', 5)]	0.0	0.0	0	0	1.0	0.0	84	309	1.0	0.9014606509787908	0.75
28e38a3c-0298-4585-b05f-cef4968f56c1	28e38a3c-0298-4585-b05f-cef4968f56c1	17	3	0.8333333333333334	1.0	Counter({'CORRECT': 2, 'BIASED': 1})	Counter({'U9': 2, 'U4': 1})	Counter({'CORRECT': 3})	1.0	[('pick', 3), ('picked', 2), ('should', 2), ('correct', 2), ('hello', 2)]	0.6666666666666666	1.0	0	0	1.0	0.16666666666666663	31	94	1.0	0.9770358764490152	1.0
d3524690-e9f8-4f00-b255-333be9946307	d3524690-e9f8-4f00-b255-333be9946307	23	3	0.6666666666666666	0.6666666666666666	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'U': 2, 'U4': 1})	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	0.6666666666666666	[('that', 7), ('even', 6), ('have', 6), ('other', 6), ('side', 6)]	0.0	0.0	0	0	1.0	0.0	69	268	1.0	0.9782534167892908	0.75
e2ddc4b6-9593-4365-b8ec-fb124d423620	e2ddc4b6-9593-4365-b8ec-fb124d423620	20	5	0.65	1.0	Counter({'OTHER_ERROR': 4, 'CORRECT': 1})	Counter({'A': 2, '3A': 1, 'QA': 1, '6': 1})	Counter({'CORRECT': 5})	1.0	[('card', 5), ('what', 4), ('think', 3), ('yeah', 2), ('picked', 2)]	0.2	1.0	0	0	1.2	0.35	51	151	1.2	0.9843006345716334	1.0
fe58396a-e56f-46e4-b3c6-9150f8690895	fe58396a-e56f-46e4-b3c6-9150f8690895	13	3	0.5833333333333334	0.75	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'E6': 2, 'E': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('flip', 5), ('that', 5), ('have', 5), ('vowel', 4), ('even', 3)]	0.0	0.0	0	0	1.0	0.16666666666666663	42	142	1.0	0.9629470156266078	0.75
7b287ae5-78d6-4caf-9911-7a5d26247a53	7b287ae5-78d6-4caf-9911-7a5d26247a53	37	5	0.55	0.55	Counter({'OTHER_ERROR': 4, 'NONE_CHECKED': 1})	Counter({'U': 2, '': 1, '8': 1, '5R': 1})	Counter({'BIASED': 3, 'ALL_CHECKED': 1, 'OTHER_ERROR': 1})	0.6	[('only', 8), ('rule', 7), ('even', 6), ('number', 4), ('vowel', 3)]	0.0	0.0	0	0	1.6	0.0	80	307	1.6	0.9844068257471679	0.75
a907b0b9-9a5f-4504-8d2f-6c916c54c12c	a907b0b9-9a5f-4504-8d2f-6c916c54c12c	37	5	0.6	1.0	Counter({'CORRECT': 1, 'BIASED': 1, 'OTHER_ERROR': 1, 'BIASED + ODDS': 1, 'ALL_INCORRECT': 1})	Counter({'E9': 1, '6E': 1, 'E': 1, '6E9': 1, 'W6': 1})	Counter({'CORRECT': 5})	1.0	[('vowel', 7), ('rule', 4), ('cards', 4), ('need', 3), ('that', 3)]	0.2	1.0	0	0	1.6	0.4	80	239	1.6	0.9610950723271651	1.0
e1d7df69-4bed-4787-8c29-779c49c91851	e1d7df69-4bed-4787-8c29-779c49c91851	31	5	0.55	0.75	Counter({'BIASED': 2, 'OTHER_ERROR': 2, 'BIASED + ODDS': 1})	Counter({'U6': 2, 'U56': 1, 'J5': 1, 'UJ': 1})	Counter({'BIASED + ODDS': 3, 'CORRECT': 1, 'BIASED': 1})	0.6	[('that', 10), ('vowel', 8), ('rule', 8), ('even', 8), ('other', 7)]	0.0	0.2	1	0	2.0	0.19999999999999996	82	385	2.0	0.9837754236398945	0.75
e66e74c2-d383-4d17-bce6-c944db200934	e66e74c2-d383-4d17-bce6-c944db200934	18	3	0.5	0.5	Counter({'BIASED': 3})	Counter({'4U': 3})	Counter({'BIASED': 3})	1.0	[('that', 4), ('only', 3), ('since', 2), ('makes', 2), ('then', 2)]	0.0	0.0	0	0	1.0	0.0	46	99	1.0	0.965633607142825	0.5
df2287d2-c730-45ca-948f-f40a2f4c53ed	df2287d2-c730-45ca-948f-f40a2f4c53ed	28	2	0.5	0.5	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'UB': 1, 'U6': 1})	Counter({'BIASED': 2})	1.0	[('cards', 5), ('number', 5), ('have', 4), ('side', 4), ('even', 4)]	0.0	0.0	0	0	1.5	0.0	65	192	1.5	0.9852281360342516	0.5
6e5e06b9-53c1-4fb4-b4e9-d9e55812cba8	6e5e06b9-53c1-4fb4-b4e9-d9e55812cba8	14	2	0.625	1.0	Counter({'OTHER_ERROR': 1, 'BIASED + ODDS': 1})	Counter({'3G': 1, '36A': 1})	Counter({'CORRECT': 2})	1.0	[('even', 4), ('then', 4), ('rule', 4), ('have', 3), ('its', 3)]	0.0	1.0	1	0	1.0	0.375	45	147	1.0	1.0	0.75
8efc7641-d20f-4cd5-876e-5864a80f5743	8efc7641-d20f-4cd5-876e-5864a80f5743	27	4	0.5	0.625	Counter({'BIASED': 2, 'OTHER_ERROR': 2})	Counter({'6A': 2, 'Z': 1, 'A': 1})	Counter({'ALL_CHECKED': 2, 'OTHER_ERROR': 2})	0.5	[('cards', 8), ('chose', 7), ('rule', 6), ('answer', 6), ('think', 5)]	0.0	0.0	0	0	1.25	0.125	85	298	1.25	0.9463856518253722	0.75
9a880d8a-7d90-44e6-9e5e-38efca99d034	9a880d8a-7d90-44e6-9e5e-38efca99d034	29	3	0.5833333333333334	0.75	Counter({'OTHER_ERROR': 2, 'BIASED + ODDS': 1})	Counter({'3A6': 1, '6': 1, '3': 1})	Counter({'BIASED + ODDS': 3})	1.0	[('even', 6), ('rule', 5), ('vowel', 4), ('will', 4), ('disprove', 4)]	0.0	0.0	0	0	1.0	0.16666666666666663	63	246	1.0	0.9816933833416628	0.75
72f131b7-f61c-43c3-935e-5f4040b0b3a0	72f131b7-f61c-43c3-935e-5f4040b0b3a0	19	3	0.4166666666666667	0.5833333333333334	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'A2': 2, 'V': 1})	Counter({'OTHER_ERROR': 3})	0.6666666666666666	[('that', 6), ('only', 4), ('also', 3), ('vowel', 3), ('think', 3)]	0.0	0.0	0	0	1.0	0.16666666666666669	57	166	1.0	0.9975194757207202	0.5
5bb50b4b-a62a-4106-9c94-b0d02536fed9	5bb50b4b-a62a-4106-9c94-b0d02536fed9	45	3	0.8333333333333334	0.9166666666666666	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	Counter({'A': 2, '3A': 1})	Counter({'CORRECT': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('that', 6), ('chose', 6), ('pick', 4), ('cards', 3), ('side', 3)]	0.3333333333333333	0.6666666666666666	0	0	1.0	0.08333333333333326	100	280	1.0	0.9945898927695085	1.0
60d956df-3d46-4d59-9986-a031f98a7858	60d956df-3d46-4d59-9986-a031f98a7858	23	2	0.5	0.5	Counter({'OTHER_ERROR': 2})	Counter({'9': 1, 'Q': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('that', 5), ('should', 4), ('hello', 3), ('everyone', 3), ('think', 2)]	0.0	0.0	0	0	1.0	0.0	46	133	1.0	0.9876925088958034	0.75
